id,virus,host,probability_positive
2081, PAP ,goat,0.811348455
2082, PAP ,mouse,0.811348455
2083, PAP ,mouse,0.811348455
2084,Lan,mouse,0.811348455
2085,Lan,goat,0.811348455
2086,Lan,mouse,0.7697305259999999
2087,Lan,mouse,0.811348455
2088,WNV,gundi,0.997214713
2089,WNV,gundi,0.9927208340000001
2090,Kyasanur Forest disease virus,Macaca radiata,0.811348455
2091,tick  borne encephalitis virus,Spermophilus undulatus,0.9916422090000001
2092,tick  borne encephalitis virus,long  tailed ground squirrel,0.9916422090000001
2093,tick  borne encephalitis virus,human,0.9916422090000001
2094,IFA,Luscinia megarhynchos,0.5
2095,IFA,Passer domesticus,0.21137518
2096,IFA,Siskin,0.21137518
2097,IFA,Thrush nightingale,0.5
2098,IFA,White wagtail,0.21137518
2099,IFA,Loxia curvirostra,0.21137518
2100,IFA,Anthus trivialis,0.21137518
2101,IFA,Emberiza schoeniclus,0.21137518
2102,IFA,Dunnock,0.21137518
2103,IFA,Phoenicurus ochruros,0.21137518
2104,IFA,Carduelis spinus,0.21137518
2105,IFA,Ortolan bunting,0.21137518
2106,IFA,Motacilla alba,0.21137518
2107,IFA,Black redstart,0.5
2108,IFA,Bluethroat,0.5
2109,IFA,Prunella modularis,0.21137518
2110,IFA,Luscinia luscinia,0.5
2111,IFA,Tree sparrow,0.21137518
2112,IFA,Pyrrhula pyrrhula,0.21137518
2113,IFA,Robin,0.5
2114,IFA,Greenfinch,0.21137518
2115,IFA,Yellow wagtail,0.21137518
2116,IFA,Emberiza hortulana,0.21137518
2117,IFA,Redstart,0.21137518
2118,IFA,Luscinia svecica,0.5
2119,IFA,Passer montanus,0.21137518
2120,IFA,Yellowhammer,0.21137518
2121,IFA,Erithacus rubecula,0.5
2122,IFA,Chaffinch,0.21137518
2123,IFA,Carduelis chloris,0.21137518
2124,IFA,Nightingale,0.5
2125,IFA,Motacilla flava,0.21137518
2126,IFA,House sparrow,0.21137518
2127,IFA,Phoenicurus phoenicurus,0.21137518
2128,IFA,Common crossbill,0.21137518
2129,IFA,Fringilla coelebs,0.21137518
2130,IFA,Emberiza citrinella,0.21137518
2131,IFA,Reed bunting,0.21137518
2132,IFA,Tree pipit,0.21137518
2133,IFA,Luscinia megarhynchos,0.245508239
2134,IFA,Passer domesticus,0.245508239
2135,IFA,Siskin,0.245508239
2136,IFA,Thrush nightingale,0.245508239
2137,IFA,White wagtail,0.245508239
2138,IFA,Loxia curvirostra,0.245508239
2139,IFA,Anthus trivialis,0.245508239
2140,IFA,Emberiza schoeniclus,0.245508239
2141,IFA,Dunnock,0.245508239
2142,IFA,Phoenicurus ochruros,0.245508239
2143,IFA,Carduelis spinus,0.245508239
2144,IFA,Ortolan bunting,0.245508239
2145,IFA,Motacilla alba,0.245508239
2146,IFA,Black redstart,0.245508239
2147,IFA,Bluethroat,0.245508239
2148,IFA,Prunella modularis,0.245508239
2149,IFA,Luscinia luscinia,0.245508239
2150,IFA,Tree sparrow,0.245508239
2151,IFA,Pyrrhula pyrrhula,0.245508239
2152,IFA,Robin,0.245508239
2153,IFA,Greenfinch,0.245508239
2154,IFA,Yellow wagtail,0.245508239
2155,IFA,Emberiza hortulana,0.245508239
2156,IFA,Redstart,0.245508239
2157,IFA,Luscinia svecica,0.245508239
2158,IFA,Passer montanus,0.245508239
2159,IFA,Yellowhammer,0.245508239
2160,IFA,Erithacus rubecula,0.245508239
2161,IFA,Chaffinch,0.245508239
2162,IFA,Carduelis chloris,0.245508239
2163,IFA,Nightingale,0.245508239
2164,IFA,Motacilla flava,0.245508239
2165,IFA,House sparrow,0.245508239
2166,IFA,Phoenicurus phoenicurus,0.245508239
2167,IFA,Common crossbill,0.245508239
2168,IFA,Fringilla coelebs,0.245508239
2169,IFA,Emberiza citrinella,0.245508239
2170,IFA,Reed bunting,0.245508239
2171,IFA,Tree pipit,0.245508239
2172,IFA,Luscinia megarhynchos,0.245508239
2173,IFA,Passer domesticus,0.245508239
2174,IFA,Siskin,0.5
2175,IFA,Thrush nightingale,0.245508239
2176,IFA,White wagtail,0.245508239
2177,IFA,Loxia curvirostra,0.245508239
2178,IFA,Anthus trivialis,0.245508239
2179,IFA,Emberiza schoeniclus,0.5
2180,IFA,Dunnock,0.245508239
2181,IFA,Phoenicurus ochruros,0.245508239
2182,IFA,Carduelis spinus,0.5
2183,IFA,Ortolan bunting,0.5
2184,IFA,Motacilla alba,0.245508239
2185,IFA,Black redstart,0.245508239
2186,IFA,Bluethroat,0.245508239
2187,IFA,Prunella modularis,0.245508239
2188,IFA,Luscinia luscinia,0.245508239
2189,IFA,Tree sparrow,0.245508239
2190,IFA,Pyrrhula pyrrhula,0.245508239
2191,IFA,Robin,0.245508239
2192,IFA,Greenfinch,0.245508239
2193,IFA,Yellow wagtail,0.245508239
2194,IFA,Emberiza hortulana,0.5
2195,IFA,Redstart,0.245508239
2196,IFA,Luscinia svecica,0.245508239
2197,IFA,Passer montanus,0.245508239
2198,IFA,Yellowhammer,0.5
2199,IFA,Erithacus rubecula,0.245508239
2200,IFA,Chaffinch,0.245508239
2201,IFA,Carduelis chloris,0.5
2202,IFA,Nightingale,0.245508239
2203,IFA,Motacilla flava,0.245508239
2204,IFA,House sparrow,0.245508239
2205,IFA,Phoenicurus phoenicurus,0.245508239
2206,IFA,Common crossbill,0.245508239
2207,IFA,Fringilla coelebs,0.245508239
2208,IFA,Emberiza citrinella,0.5
2209,IFA,Reed bunting,0.5
2210,IFA,Tree pipit,0.245508239
2211,Louping ill Virus,sheep,0.21137518
2212,Louping ill Virus,cattle,0.21137518
2213,LOUPING ill,sheep,0.811348455
2214,LOUPING ill,cattle,0.811348455
2215,TBEV,A pallipes,0.811348455
2216,TBEV,mice,0.811348455
2217,SINV,magpie,0.5
2218,WNV,magpie,0.5
2219,USUV,magpie,0.5
2220,WNV,magpie,0.5
2221,USUV,magpie,0.5
2222,USUV,magpie,0.5
2223,WNV,magpie,0.5
2224,TBEV,H inermis,0.7697305259999999
2225,TBEV,human,0.811348455
2226,WEE,Horse,0.5
2227,ZIKV,human,0.971334661
2228,ZIKV,human,0.971334661
2229,WNV,Lepus europaeus,0.811348455
2230,TBEV,monkey,0.97172553
2231,TBEV,monkey,0.97172553
2232,USUV,Blackbird,0.911581805
2233,Usutu virus,Turdus merula,0.960888849
2234,TBEV,A pallipes,0.92989707
2235,TBEV,mice,0.92989707
2236,JEV,human,0.911581805
2237,JEV,human,0.7697305259999999
2238,TBEV,MICE,0.997425108
2239,TBEV,MICE,0.996689577
2240,IFA,MICE,0.996689577
2241,TBE,monkey,0.7697305259999999
2242,West Nile virus,human,0.971334661
2243,SINV,capercaillie,0.811348455
2244,SINV,black grouse,0.811348455
2245,TBEV,cattle,0.971334661
2246,TBEV,sheep,0.971334661
2247,TBEV,A pallipes,0.911581805
2248,TBEV,mice,0.911581805
2249,TBEV,A pallipes,0.92989707
2250,TBEV,mice,0.92989707
2251,Zika virus,Human,0.245508239
2252,Zika Virus,Human,0.21137518
2253,Dengue,Human,0.245508239
2254, ZIKV ,Human,0.245508239
2255,TBE virus,A speciosus,0.9916422090000001
2256,Dengue virus,monkeys,0.811348455
2257,KFDV,human,0.97172553
2258,KFDV,human,0.97172553
2259,TBE,human,0.811348455
2260,tick  borne encephalitis,human,0.7697305259999999
2261,FITC,rabbit,0.7697305259999999
2262,FITC,rabbit,0.811348455
2263,FITC,goat,0.811348455
2264,TBEV,rabbit,0.7697305259999999
2265,TBEV,rabbit,0.811348455
2266,TBEV,goat,0.811348455
2267,ILHEUS VIRUS,HUMAN,0.978352628
2268,West Nile,Human,0.7379873859999999
2269,West Nile,Phoenicopterus chilensis,0.92374338
2270,West Nile,Chilean flamingo,0.7379873859999999
2271,West Nile,Goose,0.7379873859999999
2272,TBEV,mice,0.9778846520000001
2273,TBEV,mice,0.9906540979999999
2274,Powassan virus,Peromyscus leucopus,0.991338518
2275,CHIK,Macaca nemestrina leonina,0.911581805
2276,Dengue Virus,Macaca nemestrina leonina,0.92989707
2277,Chikungunya Virus,Macaca nemestrina leonina,0.92989707
2278,Dengue,Macaca nemestrina leonina,0.911581805
2279,Japanese Encephalitis Virus,Macaca nemestrina leonina,0.92989707
2280,DENV,human,0.92989707
2281,DENV,human,0.92989707
2282,DENV,human,0.92989707
2283,DENV,human,0.811348455
2284,DHF,Human,0.7697305259999999
2285,Dengue,Human,0.7697305259999999
2286, CHIK ,Human,0.7697305259999999
2287,Chikungunya,Human,0.7697305259999999
2288,CHIK,Human,0.7697305259999999
2289,Japanese Encephalitis,Human,0.7697305259999999
2290, DHF ,Human,0.7697305259999999
2291,PHA,horse,0.811348455
2292,WNV,rabbit,0.911581805
2293,WNV,hare,0.911581805
2294,WNV,rabbits,0.972085335
2295,WNV,rabbit,0.911581805
2296,WNV,hare,0.911581805
2297,WNV,rabbits,0.972085335
2298,JEV,pig,0.971334661
2299,JEV,pig,0.977576962
2300,USUV,great spotted woodpecker,0.971334661
2301,WNV,House Sparrow,0.92989707
2302,WNV,Rufous Hornero,0.92989707
2303,WNV,Great Kiskadee,0.92989707
2304,WNV,American Kestrel,0.92989707
2305,WNV,Falco sparverius,0.92989707
2306,JEV,chicken,0.811348455
2307,BHK,chicken,0.811348455
2308,JEV,chicken,0.811348455
2309,EEE,horse,0.294076903
2310,WEE,horse,0.294076903
2311,KFDV,human,0.99637263
2312,USUV,great spotted woodpecker,0.97172553
2313, NSP ,great spotted woodpecker,0.917918825
2314,ZIKV,mouse,0.535475279
2315,ZIKV,mice,0.811348455
2316,ZIKV,mouse,0.811348455
2317,SLEV,Crowned Eagle,0.7697305259999999
2318,TBE,human,0.7697305259999999
2319,TBEV,human,0.811348455
2320,TBEV,human,0.7697305259999999
2321,TBE,human,0.7697305259999999
2322,VEE,Cathartes aura,0.811348455
2323,VEE,Callipepla squamata,0.535475279
2324,VEE,Charadrius vociferus,0.811348455
2325,VEE,Cathartes aura,0.811348455
2326,VEE,Callipepla squamata,0.535475279
2327,VEE,Charadrius vociferus,0.811348455
2328,West Nile virus,white  tailed deer,0.917918825
2329,West Nile virus,Odocoileus virginianus,0.917918825
2330,West Nile virus,Tadarida pumila,0.811348455
2331,West Nile virus,Tadarida condylura,0.811348455
2332,WNV,white  tailed deer,0.9778846520000001
2333,WNV,Odocoileus virginianus,0.9778846520000001
2334,WNV,Tadarida pumila,0.733737337
2335,WNV,Tadarida condylura,0.733737337
2336,WNV,Ursus americanus,0.811348455
2337,WNV,American black bear,0.811348455
2338,SINV,robin,0.977576962
2339,SINV,Erithacus rubecula,0.977576962
2340,SINV,robin,0.977576962
2341,SINV,Erithacus rubecula,0.977576962
2342,tick  borne encephalitis,roe deer,0.7697305259999999
2343,West Nile,human,0.7697305259999999
2344,Usutu,human,0.7697305259999999
2345,WN virus,human,0.521006723
2346,Japanese encephalitis,human,0.811348455
2347,West Nile,human,0.7697305259999999
2348,Murray Valley encephalitis,human,0.7697305259999999
2349, MVE ,human,0.7697305259999999
2350,SLE virus,human,0.811348455
2351,ZIKV,human,0.7697305259999999
2352,Japanese encephalitis,human,0.811348455
2353,TBE,cattle,0.811348455
2354,West Nile virus,Columba livia,0.991338518
2355,dengue,human,0.9116732940000001
2356,dengue,human,0.918637574
2357,TBEV,red deer,0.9916422090000001
2358,TICK  BORNE ENCEPHALITIS VIRUS,SHEEP,0.5
2359,TICK  BORNE ENCEPHALITIS VIRUS,sheep,0.21137518
2360, TBEV ,SHEEP,0.245508239
2361, TBEV ,sheep,0.5
2362, TBEV ,SHEEP,0.5
2363, TBEV ,sheep,0.21137518
2364,Langat,pig,0.811348455
2365,WNV,European ground squirrel,0.9778846520000001
2366,WNV,Spermophilus citellus,0.9778846520000001
2367,WNV,European ground squirrel,0.9778846520000001
2368,WNV,Spermophilus citellus,0.922188745
2369,TBEV,cattle,0.9166542679999999
2370,JEV,human,0.7697305259999999
2371, SLEV ,Caracara cheriway,0.245508239
2372,West Nile Virus,Caracara cheriway,0.811348455
2373,eastern equine encephalitis virus,Caracara cheriway,0.245508239
2374, WNV ,Caracara cheriway,0.245508239
2375, EEEV ,Caracara cheriway,0.245508239
2376,West Nile virus,Caracara cheriway,0.245508239
2377,WNV,mouse,0.5
2378,WNV,mouse,0.5
2379,ZIKV,Human,0.7697305259999999
2380,WNV,white stork,0.5
2381,WNV,Tamias striatus,0.811348455
2382,JEV,human,0.5
2383,TBE,human,0.811348455
2384,TBEV,human,0.811348455
2385,PFU,Human,0.245508239
2386,PFU,mice,0.245508239
2387,PFU,mice,0.5
2388,PFU,Passer domesticus,0.245508239
2389,PFU,mice,0.767362572
2390,PFU,house sparrow,0.245508239
2391,PFU,mice,0.245508239
2392,PFU,mice,0.245508239
2393,PFU,Duck,0.245508239
2394,PFU,mice,0.245508239
2395,PFU,chicken,0.245508239
2396,PFU,mice,0.767362572
2397,PFU,Human,0.730967357
2398,PFU,mice,0.9102092140000001
2399,PFU,mice,0.730967357
2400,PFU,Passer domesticus,0.9102092140000001
2401,PFU,mice,0.9102092140000001
2402,PFU,house sparrow,0.730967357
2403,PFU,mice,0.9102092140000001
2404,PFU,mice,0.9102092140000001
2405,PFU,Duck,0.730967357
2406,PFU,mice,0.9102092140000001
2407,PFU,chicken,0.9102092140000001
2408,PFU,mice,0.9102092140000001
2409,BHK,Human,0.5
2410,BHK,mice,0.245508239
2411,BHK,mice,0.21137518
2412,BHK,Passer domesticus,0.5
2413,BHK,mice,0.767362572
2414,BHK,house sparrow,0.5
2415,BHK,mice,0.245508239
2416,BHK,mice,0.245508239
2417,BHK,Duck,0.5
2418,BHK,mice,0.245508239
2419,BHK,chicken,0.5
2420,BHK,mice,0.767362572
2421, SMRV ,monkey,0.7697305259999999
2422,Squirrel monkey retrovirus,monkey,0.811348455
2423,IFA,Accipiter gentilis,0.7697305259999999
2424,IFA,Cygnus olor,0.7697305259999999
2425,dengue virus,human,0.7697305259999999
2426, DENV ,human,0.7697305259999999
2427,ZIKV,monkeys,0.7697305259999999
2428,ZIKV,monkeys,0.7697305259999999
2429,LIV,roe deer,0.9916422090000001
2430,Changuinola virus,human,0.811348455
2431,Kyasanur forest disease virus,Suncus murinus,0.7697305259999999
2432,FBS,mice,0.7697305259999999
2433,ICR,mice,0.7697305259999999
2434,WNV,chicken,0.9905223470000001
2435,WNV,Magpie,0.21137518
2436,WNV,Magpie,0.535475279
2437,WNV,Magpie,0.245508239
2438,WNV,Magpie,0.811348455
2439,WNV,Magpie,0.7697305259999999
2440,WNV,Magpie,0.7697305259999999
2441,WNV,Magpie,0.521006723
2442,WNV,Magpie,0.811348455
2443,WNV,Magpie,0.521006723
2444,WNV,Magpie,0.21137518
2445,WNV,Magpie,0.7697305259999999
2446,WNV,Magpie,0.21137518
2447,WNV,Magpie,0.811348455
2448,WNV,Magpie,0.535475279
2449,WNV,Magpie,0.7697305259999999
2450,WNV,Magpie,0.811348455
2451,WNV,Magpie,0.7697305259999999
2452,WNV,Magpie,0.21137518
2453,SLE,human,0.92989707
2454,SLE,cattle,0.92989707
2455,KFD,human,0.7697305259999999
2456,West Nile virus,Megascops asio,0.811348455
2457,dengue,human,0.911581805
2458,PHA,horse,0.811348455
2459,ZIKV,human,0.9166542679999999
2460,ZIKV,human,0.9166542679999999
2461,JEV,chicken,0.7697305259999999
2462,SLEV,human,0.811348455
2463,JEV,Spotted Dove,0.7697305259999999
2464,JEV,Java Sparrow,0.7697305259999999
2465,SLEV,Spotted Dove,0.7697305259999999
2466,SLEV,Java Sparrow,0.7697305259999999
2467,KEDV,human,0.811348455
2468,West Nile Virus,human,0.9778846520000001
2469,WNV,Equus caballus,0.996435718
2470,USUV,chicken,0.991338518
2471,USUV,chicken,0.971334661
2472,Israel turkey meningoencephalomyelitis virus,Alectoris rufa,0.984059985
2473,Israel turkey meningoencephalomyelitis virus,Phasianus colchicus,0.984059985
2474,Israel turkey meningoencephalomyelitis virus,turkey,0.992877153
2475,BAGV,Alectoris rufa,0.9885169859999999
2476,BAGV,Phasianus colchicus,0.9885169859999999
2477,BAGV,turkey,0.986833121
2478,TMEV,Alectoris rufa,0.9524176120000001
2479,TMEV,Phasianus colchicus,0.9524176120000001
2480,TMEV,turkey,0.998702867
2481,BAGV,Alectoris rufa,0.984059985
2482,BAGV,Phasianus colchicus,0.984059985
2483,BAGV,turkey,0.92989707
2484,West Nile,Human,0.811348455
2485,West Nile Virus,CAT,0.978352628
2486,GCG,CAT,0.978352628
2487,KOU virus,CAT,0.9723201490000001
2488,Kyasanur forest disease virus,Rattus rattus,0.7697305259999999
2489,TBEV,M arvalis,0.991338518
2490,WNV,P montanus,0.9490762220000001
2491,WNV,Passer domesticus,0.9490762220000001
2492, HIT ,P montanus,0.97172553
2493, HIT ,Passer domesticus,0.97172553
2494,WNV,P montanus,0.979970991
2495,WNV,Passer domesticus,0.979970991
2496,JEV,human,0.971334661
2497,WNV,Procyon lotor,0.7697305259999999
2498,FSME,chicken,0.811348455
2499,WNV,human,0.977576962
2500,TBEV,mice,0.9814597190000001
2501,TBEV,mice,0.9814597190000001
2502,West Nile Virus,Caracara cheriway,0.811348455
2503,Zika Virus,monkey,0.808536266
2504,ZIKV,monkey,0.808536266
2505,Zika,monkey,0.808536266
2506,WNV,white stork,0.5
2507,Chikungunya,human,0.7697305259999999
2508,tick  borne encephalitis virus,sheep,0.7697305259999999
2509,tick  borne encephalitis,sheep,0.7697305259999999
2510, TBEV ,sheep,0.521006723
2511, TBE ,sheep,0.7697305259999999
2512,TBEV,human,0.808536266
2513,TBEV,goat,0.9637842809999999
2514,TBEV,cow,0.9637842809999999
2515,TBEV,sheep,0.9637842809999999
2516,CPE,human,0.808536266
2517,CPE,goat,0.730967357
2518,CPE,cow,0.730967357
2519,CPE,sheep,0.730967357
2520,NGS,Whitehead,0.92989707
2521,NGS,Whitehead,0.92989707
2522,SLEV,human,0.9916422090000001
2523,TBEV,tree pipit,0.97136427
2524,TBEV,redwing,0.97136427
2525,TBEV,fieldfare,0.97136427
2526,TBEV,tree pipit,0.900911198
2527,TBEV,redwing,0.97136427
2528,TBEV,fieldfare,0.97136427
2529,TBEV,Eurasian tree sparrow,0.97136427
2530,ZIKV,human,0.9905223470000001
2531,MVEV,human,0.978352628
2532,WNV,Magpie,0.245508239
2533,WNV,Carrion crow,0.7697305259999999
2534,WNV,Carrion crow,0.245508239
2535,WNV,Magpie,0.811348455
2536,WNV,Carrion crow,0.21137518
2537,WNV,Carrion crow,0.521006723
2538,WNV,Magpie,0.21137518
2539,WNV,Carrion crow,0.21137518
2540,WNV,Carrion crow,0.811348455
2541,WNV,Magpie,0.7697305259999999
2542,WNV,Carrion crow,0.535475279
2543,WNV,Carrion crow,0.245508239
2544,WNV,Magpie,0.811348455
2545,WNV,Carrion crow,0.21137518
2546,WNV,Carrion crow,0.7697305259999999
2547,WNV,Magpie,0.245508239
2548,WNV,Carrion crow,0.245508239
2549,WNV,Carrion crow,0.245508239
2550,WNV,Magpie,0.245508239
2551,WNV,Carrion crow,0.811348455
2552,WNV,Carrion crow,0.245508239
2553,WNV,Magpie,0.245508239
2554,WNV,Carrion crow,0.521006723
2555,WNV,Carrion crow,0.245508239
2556,WNV,Magpie,0.245508239
2557,WNV,Carrion crow,0.7697305259999999
2558,WNV,Carrion crow,0.245508239
2559,WNV,Magpie,0.7697305259999999
2560,WNV,Carrion crow,0.811348455
2561,WNV,Carrion crow,0.245508239
2562,WNV,Magpie,0.811348455
2563,WNV,Carrion crow,0.21137518
2564,WNV,Carrion crow,0.7697305259999999
2565,WNV,Magpie,0.7697305259999999
2566,WNV,Carrion crow,0.21137518
2567,WNV,Carrion crow,0.245508239
2568,WNV,Magpie,0.245508239
2569,WNV,Carrion crow,0.245508239
2570,WNV,Carrion crow,0.245508239
2571,WNV,Magpie,0.535475279
2572,WNV,Carrion crow,0.21137518
2573,WNV,Carrion crow,0.7697305259999999
2574,WNV,Magpie,0.245508239
2575,WNV,Carrion crow,0.7697305259999999
2576,WNV,Carrion crow,0.245508239
2577,WNV,Magpie,0.521006723
2578,WNV,Carrion crow,0.811348455
2579,WNV,Carrion crow,0.245508239
2580,WNV,Magpie,0.245508239
2581,WNV,Carrion crow,0.7697305259999999
2582,WNV,Carrion crow,0.245508239
2583,WNV,Magpie,0.7697305259999999
2584,WNV,Carrion crow,0.811348455
2585,WNV,Carrion crow,0.245508239
2586,WNV,Magpie,0.811348455
2587,WNV,Carrion crow,0.21137518
2588,WNV,Carrion crow,0.7697305259999999
2589,WNV,Magpie,0.7697305259999999
2590,WNV,Carrion crow,0.21137518
2591,WNV,Carrion crow,0.245508239
2592,WNV,Magpie,0.245508239
2593,WNV,Carrion crow,0.521006723
2594,WNV,Carrion crow,0.245508239
2595,WNV,Magpie,0.535475279
2596,WNV,Carrion crow,0.21137518
2597,WNV,Carrion crow,0.7697305259999999
2598,WNV,Magpie,0.245508239
2599,WNV,Carrion crow,0.7697305259999999
2600,WNV,Carrion crow,0.245508239
2601,WNV,Magpie,0.521006723
2602,WNV,Carrion crow,0.811348455
2603,WNV,Carrion crow,0.245508239
2604,VEE,Dipodomys merriami,0.97136427
2605,VEE,striped skunk,0.97136427
2606,VEE,white  tailed deer,0.97136427
2607,VEE,woodrat,0.97136427
2608,TBE,A speciosus,0.7697305259999999
2609,TBE,R norvegicus,0.7697305259999999
2610,West Nile virus,Lobo,0.7697305259999999
2611,WNV,Crowned Eagle,0.911581805
2612,SLEV,Great Kiskadee,0.911581805
2613,SLEV,Picui Ground  Dove,0.911581805
2614,SLEV,Eared Dove,0.911581805
2615,tick  borne encephalitis,Sheep,0.7697305259999999
2616,WNV,Pandion haliaetus,0.7697305259999999
2617,WNV,Lanius collurio,0.92989707
2618,WNV,Sylvia borin,0.92989707
2619,WNV,Milvus migrans,0.452557473
2620,WNV,Phoenicurus phoenicurus,0.92989707
2621,WNV,Pandion haliaetus,0.780477858
2622,WNV,Ficedula hypoleuca,0.92989707
2623,WNV,Ciconia ciconia,0.780477858
2624,WNV,Erithacus rubecula,0.92989707
2625,WNV,Motacilla flava,0.92989707
2626,WNV,Haliaeetus albicilla,0.452557473
2627,WNV,Great Tit,0.92989707
2628,WNV,Great Spotted Woodpecker,0.92989707
2629,WNV,Northern Goshawk,0.92989707
2630,WNV,human,0.5
2631,WNV,human,0.705877051
2632,TBE virus,A speciosus,0.7697305259999999
2633,INIA,INIA,0.811348455
2634,JEV,human,0.811348455
2635,JEV,human,0.811348455
2636,West Nile virus,Spanish imperial eagle,0.811348455
2637,TBEV,cow,0.978352628
2638,SLEV,House Sparrow,0.7697305259999999
2639,SLEV,House Finch,0.7697305259999999
2640,SLEV,Mourning Dove,0.811348455
2641,SLEV,Passer domesticus,0.7697305259999999
2642,BAGV,partridge,0.997274792
2643,TCID,partridge,0.9898597459999999
2644,TCID,partridge,0.992877153
2645,TCID,partridge,0.997274792
2646,BAGV,partridge,0.9898597459999999
2647,TBEV,common redstart,0.97136427
2648,TBEV,fieldfare,0.97136427
2649,TBEV,tree pipit,0.97136427
2650,ZIKV,water buffalo,0.9914590209999999
2651,ZIKV,sheep,0.922188745
2652,ZIKV,impala,0.9914590209999999
2653,ZIKV,monkey,0.9778846520000001
2654,Japanese encephalitis virus,swine,0.9927208340000001
2655,Japanese encephalitis virus,human,0.9927208340000001
2656,EIA,swine,0.9927208340000001
2657,EIA,human,0.9927208340000001
2658,dengue,swine,0.9927208340000001
2659,dengue,human,0.9927208340000001
2660,USUV,Vulpes vulpes,0.811348455
2661,USUV,cat,0.811348455
2662,USUV,red fox,0.811348455
2663,TYUV,monkey,0.811348455
2664,TBEV,cow,0.7697305259999999
2665,yellow fever virus,monkeys,0.9102092140000001
2666,Zika,monkeys,0.9637842809999999
2667,ZIKV,monkeys,0.984584063
2668,yellow fever virus,monkeys,0.9102092140000001
2669,WNV,Magpie,0.7697305259999999
2670,USUV,Magpie,0.21137518
2671,WNV,Magpie,0.21137518
2672,WNV,Magpie,0.811348455
2673,WNV,Magpie,0.811348455
2674,WNV,Magpie,0.811348455
2675,WNV,Magpie,0.811348455
2676,SINV,Magpie,0.21137518
2677,WNV,Magpie,0.7697305259999999
2678,WNV,Magpie,0.21137518
2679,WNV,Magpie,0.535475279
2680,WNV,Magpie,0.811348455
2681,LIV,Magpie,0.21137518
2682, TBE ,human,0.811348455
2683,Tick  borne encephalitis,human,0.811348455
2684,dengue virus,Macaca sinica,0.92989707
2685,WNV,Blackbird,0.811348455
2686,WNV,Blackbird,0.811348455
2687,WNV,Blackbird,0.535475279
2688,WNV,Blackbird,0.21137518
2689,WNV,Blackbird,0.21137518
2690,WNV,Blackbird,0.811348455
2691,WNV,Blackbird,0.811348455
2692,WNV,Blackbird,0.21137518
2693,WNV,Blackbird,0.7697305259999999
2694,WNV,Blackbird,0.535475279
2695,TBE virus,horse,0.245508239
2696,TBE virus,A speciosus,0.7697305259999999
2697,TBE virus,dog,0.245508239
2698,KOU,Human,0.7697305259999999
2699,JEV,Spotted Dove,0.535475279
2700,JEV,Padda oryzivora,0.811348455
2701,JEV,Spotted Dove,0.811348455
2702,JEV,Java Sparrow,0.811348455
2703,SLEV,Spotted Dove,0.811348455
2704,SLEV,Padda oryzivora,0.811348455
2705,SLEV,Spotted Dove,0.811348455
2706,SLEV,Java Sparrow,0.811348455
2707,TBEV,mice,0.49994455
2708,WNV,Urocyon cinereoargenteus,0.5
2709,WNV,gray fox,0.5
2710,TBEV,mice,0.978352628
2711,TBEV,human,0.9166542679999999
2712,TBE,human,0.7697305259999999
2713,TBE,human,0.9166542679999999
2714,JE virus,bearded pig,0.7697305259999999
2715,JE virus,bearded pig,0.811348455
2716,JEV,Murina aurata,0.978352628
2717,JEV,little tube  nosed bat,0.978352628
2718,USUV,horse,0.811348455
2719,TBEV,mice,0.7697305259999999
2720,yellow fever,Robin,0.7697305259999999
2721,Omsk hemorrhagic fever virus,human,0.811348455
2722,dengue virus,human,0.7697305259999999
2723, YFV ,human,0.7697305259999999
2724, WNV ,human,0.7697305259999999
2725,Japanese encephalitis virus,human,0.7697305259999999
2726,yellow fever virus,human,0.7697305259999999
2727,West Nile virus,human,0.7697305259999999
2728,tick  borne encephalitis virus,human,0.811348455
2729, DENV ,human,0.7697305259999999
2730,TBEV,human,0.294076903
2731,WNV,horse,0.92989707
2732,WNV,robin,0.5
2733,WNV,turkey,0.5
2734,LIV,robin,0.5
2735,LIV,turkey,0.5
2736,WNV,robin,0.5
2737,WNV,turkey,0.5
2738,MVEV,horse,0.7697305259999999
2739,MVEV,horse,0.780477858
2740,TBE virus,dog,0.9916422090000001
2741,TBE virus,dog,0.9723201490000001
2742,TBE virus,horse,0.9723201490000001
2743,TBE,dog,0.978352628
2744,TBE,dog,0.978352628
2745,TBE,horse,0.978352628
2746,TBEV,red deer,0.9914590209999999
2747,TBE,human,0.7697305259999999
2748, SLE ,mice,0.7697305259999999
2749, SLE ,mouse,0.971334661
2750,USUV,Turdus merula,0.8952688259999999
2751,Japanese encephalitis,human,0.811348455
2752,JEV,human,0.978352628
2753,SEPV,human,0.977576962
2754,SEPV,sheep,0.977576962
2755,WNV,red fox,0.92989707
2756,WNV,red fox,0.92989707
2757,WNF,human,0.811348455
2758,Tick  borne encephalitis virus,mice,0.811348455
2759,Tick  borne encephalitis virus,sheep,0.9166542679999999
2760,TBE virus,sheep,0.9166542679999999
2761,WNV,Sylvia borin,0.452557473
2762,WNV,Motacilla flava,0.452557473
2763,WNV,Lanius collurio,0.452557473
2764,WNV,Phoenicurus phoenicurus,0.452557473
2765,WNV,osprey,0.92989707
2766,WNV,Ficedula hypoleuca,0.452557473
2767,WNV,Haliaeetus albicilla,0.452557473
2768,WNV,Erithacus rubecula,0.452557473
2769,WNV,Pandion haliaetus,0.452557473
